epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.75480625,0.5783002152934671,0.0001,0.873259375,0.3442301434006542
2,0.944940625,0.15504801358829717,0.0001,0.928453125,0.20070636148699558
3,0.9625125,0.10646642090256792,0.0001,0.938925,0.17120939325303772
4,0.970246875,0.08552965367029537,0.0001,0.946053125,0.15576418041258586
5,0.975896875,0.06917501059784555,0.0001,0.9546625,0.12989952709411737
6,0.978884375,0.06053763288113114,0.0001,0.95865,0.11619947468724567
7,0.981378125,0.05395172816546983,0.0001,0.9623125,0.10878807650458475
8,0.983171875,0.04913579829644004,0.0001,0.965259375,0.10098006957321777
9,0.984234375,0.04574927630050079,0.0001,0.96270625,0.10969508986810106
10,0.98525,0.042956436960268914,0.0001,0.968959375,0.09086081837157835
11,0.986446875,0.039968303650338204,0.0001,0.9620375,0.11284627180726384
12,0.987221875,0.0374516714182857,0.0001,0.967528125,0.0967641574749985
13,0.987690625,0.03562750517943059,0.0001,0.969659375,0.08969982829235086
14,0.988609375,0.03388556438163578,0.0001,0.9717875,0.0834163323373592
15,0.98890625,0.032081420387774416,0.0001,0.972575,0.08129502184124285
16,0.98953125,0.030106681398129147,0.0001,0.97246875,0.08324811443404469
17,0.989940625,0.02918713342704541,0.0001,0.973859375,0.07882630171832279
18,0.990121875,0.028850138773379514,0.0001,0.973571875,0.07843817308675206
19,0.9904625,0.027780377068261076,0.0001,0.973371875,0.07949917599542532
20,0.990890625,0.02576588602582051,0.0001,0.97553125,0.0720385494031987
21,0.991165625,0.02503594240694474,0.0001,0.975025,0.07322453895084327
22,0.991659375,0.024281991013468722,0.0001,0.976028125,0.07177844928071427
23,0.9915,0.024439866511919536,0.0001,0.976828125,0.06981646233164647
24,0.99195,0.022884766502158163,0.0001,0.97611875,0.07110503151282756
25,0.991871875,0.02317988168196025,0.0001,0.97506875,0.07487317382543988
26,0.991996875,0.02224565241404198,0.0001,0.97734375,0.06908705578729278
27,0.9922625,0.021869766702946436,0.0001,0.97623125,0.07231444029108389
28,0.99273125,0.020663394309893193,0.0001,0.977965625,0.06887402746795052
29,0.992740625,0.02057774110553455,0.0001,0.9791125,0.06296772390590923
30,0.992921875,0.020100606563164366,0.0001,0.9782625,0.0633100165689335
31,0.993359375,0.019466692883926044,0.0001,0.97760625,0.0667088647268014
32,0.993334375,0.018977018115792454,0.0001,0.97671875,0.07339469843675324
33,0.9935,0.01842263496395026,0.0001,0.97993125,0.06187315774635353
34,0.993390625,0.018570886932958455,0.0001,0.978378125,0.06672044610029552
35,0.993903125,0.017348322668942637,0.0001,0.979478125,0.06350848683402582
36,0.99379375,0.017544603857846414,0.0001,0.979565625,0.06537308788504852
37,0.993846875,0.017454068457415088,0.0001,0.97915,0.06382869911319504
38,0.9940125,0.017121976301878748,0.0001,0.979125,0.06425792867533746
39,0.994240625,0.016390968487586723,0.0001,0.980746875,0.06169852257932944
