cloud_provider,cloud_region,codecarbon_version,country_iso_code,country_name,cpu_count,cpu_energy,cpu_model,cpu_power,duration,emissions,emissions_rate,energy_consumed,gpu_count,gpu_energy,gpu_model,gpu_power,latitude,longitude,on_cloud,os,project_name,pue,python_version,ram_energy,ram_power,ram_total_size,region,run_id,timestamp,tracking_mode
,,2.2.6,ESP,Spain,20,0.18519032230526206,12th Gen Intel(R) Core(TM) i7-12700K,42.5,15686.827348709106,0.17788420817392722,1.1339718619939142e-05,1.0528807823257014,1,0.7655102284761547,1 x NVIDIA GeForce RTX 3090 Ti,104.19500000000001,43.3352,-8.3332,N,Linux-6.8.0-45-generic-x86_64-with-debian-bookworm-sid,codecarbon,1.0,3.6.13,0.10218023154428313,23.453583240509033,62.54288864135742,galicia,535929ba-e65f-43bf-a9e6-2ac87837550a,2024-10-23T04:15:49,machine
