cloud_provider,cloud_region,codecarbon_version,country_iso_code,country_name,cpu_count,cpu_energy,cpu_model,cpu_power,duration,emissions,emissions_rate,energy_consumed,gpu_count,gpu_energy,gpu_model,gpu_power,latitude,longitude,on_cloud,os,project_name,pue,python_version,ram_energy,ram_power,ram_total_size,region,run_id,timestamp,tracking_mode
,,2.2.6,ESP,Spain,20,0.006176190293828648,12th Gen Intel(R) Core(TM) i7-12700K,42.5,523.1698608398438,0.0054460733157953144,1.0409761195059558e-05,0.032234822822108995,1,0.022651753625117406,1 x NVIDIA GeForce RTX 3090 Ti,137.04,43.3199,-8.3689,N,Linux-6.5.0-44-generic-x86_64-with-debian-bookworm-sid,codecarbon,1.0,3.6.13,0.0034068789031629332,23.450782299041748,62.53541946411133,galicia,f8faf553-3c6f-4625-9355-44eb986eef5f,2024-07-20T22:26:53,machine
