epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.24578125,1.6117678776979447,0.0001,0.246625,1.6008089478015899
2,0.26109375,1.5783075199127197,0.0001,0.253,1.5901334322690963
3,0.28065625,1.5598313990831376,0.0001,0.25046875,1.585960566997528
4,0.28275,1.5521206924915314,0.0001,0.24303125,1.6031088789701462
5,0.293875,1.5406089806556702,0.0001,0.24659375,1.5982274006605148
6,0.2993125,1.5355052624940873,0.0001,0.24428125,1.6137162444591522
7,0.3055625,1.526609031677246,0.0001,0.25946875,1.5848210972547532
8,0.3126875,1.5145879533290862,0.0001,0.26646875,1.5821619598865508
9,0.31703125,1.5065569986104965,0.0001,0.251625,1.5988466334342957
10,0.324,1.4949090423583984,0.0001,0.23965625,1.6121990263462067
11,0.339375,1.4798351261615754,0.0001,0.2655,1.5904780727624894
12,0.356,1.458403795480728,0.0001,0.3244375,1.505490335226059
13,0.37215625,1.4398258394002914,0.0001,0.2830625,1.6021444742679596
14,0.38365625,1.4165731117725373,0.0001,0.28296875,1.74582814848423
15,0.3906875,1.4073649778366089,0.0001,0.3125,1.6049040693044663
16,0.39321875,1.3968649533987045,0.0001,0.2639375,1.6807244744300842
17,0.40625,1.3789145071506501,0.0001,0.2774375,1.7021227841377258
18,0.40484375,1.37278995013237,0.0001,0.30925,1.6127785053253174
19,0.411375,1.3677431357502938,0.0001,0.31440625,1.6025447772741317
20,0.4175,1.3547396658658981,0.0001,0.30421875,1.6319190611839294
21,0.42515625,1.3417794101834297,0.0001,0.2649375,1.7188205511569976
22,0.434,1.3305395928621293,0.0001,0.321625,1.5988679634332656
23,0.44053125,1.3147939113974572,0.0001,0.3441875,1.5108819658756256
24,0.446625,1.303530824303627,0.0001,0.31521875,1.6176921590566635
25,0.45734375,1.2873724492192269,0.0001,0.33028125,1.5827859919071197
26,0.462625,1.278081346333027,0.0001,0.32640625,1.578505143046379
27,0.4645,1.2727881610393523,0.0001,0.34659375,1.54572158908844
28,0.46840625,1.2646427463293075,0.0001,0.33371875,1.5817093023061752
29,0.475875,1.2519921706914903,0.0001,0.37553125,1.5025044555664062
30,0.48240625,1.2438891070485114,0.0001,0.379875,1.4793193575143815
31,0.48325,1.2314527162313462,0.0001,0.370625,1.4989037301540376
32,0.49653125,1.217216460764408,0.0001,0.34346875,1.53633922457695
33,0.4985,1.2038658471107484,0.0001,0.3954375,1.4276110755205154
34,0.50478125,1.1889176115393638,0.0001,0.39059375,1.4650639313459397
35,0.50971875,1.1858091255426406,0.0001,0.3859375,1.4590108163952829
36,0.5184375,1.1689142751693726,0.0001,0.36609375,1.4931821793317794
37,0.52096875,1.1659463834166526,0.0001,0.4015625,1.488996194422245
38,0.53553125,1.1360873667001725,0.0001,0.41071875,1.4387636749744415
39,0.53890625,1.1282488228082657,0.0001,0.3916875,1.4848906004428863
40,0.54284375,1.1172036242485046,0.0001,0.42246875,1.3967680896520616
41,0.549125,1.1086784411072732,0.0001,0.4224375,1.4061762034893035
42,0.54928125,1.094739955186844,0.0001,0.43596875,1.36794844019413
43,0.56509375,1.0730938275456428,0.0001,0.42315625,1.40999299377203
44,0.56678125,1.0648213822841643,0.0001,0.43240625,1.3937016380429268
45,0.57771875,1.0483785913586616,0.0001,0.4349375,1.3743751918673515
46,0.57834375,1.0432398353815078,0.0001,0.43171875,1.3727997872829438
47,0.58503125,1.0248377791047096,0.0001,0.45915625,1.3073041612505913
48,0.5946875,1.0098083740472794,0.0001,0.4306875,1.3704255168437958
49,0.601,0.9984524904489517,0.0001,0.46365625,1.3139571713209153
50,0.5971875,0.9953760529160499,0.0001,0.4673125,1.301128151834011
51,0.602,0.9841190593242646,0.0001,0.4643125,1.301664146900177
52,0.61228125,0.9721395109891892,0.0001,0.45940625,1.3241179136633874
53,0.61209375,0.965644326865673,0.0001,0.433,1.3651886016726493
54,0.62396875,0.9424065712690354,0.0001,0.46628125,1.3164257820248604
55,0.62215625,0.9408702354431152,0.0001,0.4705,1.2997389116883278
56,0.632375,0.9174306352138519,0.0001,0.47871875,1.2965840753912925
57,0.6373125,0.9115534112155438,0.0001,0.46696875,1.3246881215572357
58,0.64290625,0.8982942351996899,0.0001,0.4575,1.3572295996546746
59,0.6430625,0.8944135868251324,0.0001,0.4670625,1.3088768573999405
60,0.6540625,0.8772854377627373,0.0001,0.4618125,1.334064245581627
61,0.65034375,0.8755825643837452,0.0001,0.48115625,1.278214806854725
62,0.65715625,0.863591529905796,0.0001,0.47890625,1.2770752933621408
63,0.65865625,0.8527031424939633,0.0001,0.47771875,1.3049740262031555
64,0.6659375,0.8521183872818947,0.0001,0.45625,1.3138357272744179
65,0.66290625,0.8472809475958347,0.0001,0.495125,1.2549534504413604
66,0.67225,0.8344401672184467,0.0001,0.47640625,1.3003329780101776
67,0.67340625,0.8251514593958855,0.0001,0.49571875,1.2573004202246667
68,0.6848125,0.8042377288341522,0.0001,0.4808125,1.2884703271985054
69,0.680125,0.8067515344321727,0.0001,0.47084375,1.3341023589372636
70,0.68825,0.7981112993359566,0.0001,0.477875,1.317575250327587
71,0.692,0.7832518028318882,0.0001,0.502375,1.2560681266784668
72,0.6898125,0.7849994481205941,0.0001,0.47740625,1.299030830681324
73,0.6974375,0.770044636964798,0.0001,0.4864375,1.2940446932911873
74,0.69515625,0.7776412617266178,0.0001,0.49540625,1.2598428949713707
75,0.69928125,0.7669221467971802,0.0001,0.4826875,1.2757366635799408
76,0.70484375,0.7550567518174648,0.0001,0.4906875,1.2721429064273835
77,0.7011875,0.7583067527413369,0.0001,0.48371875,1.290789646565914
78,0.7055625,0.7469734215438366,0.0001,0.50059375,1.2514587858319282
79,0.7155,0.727566058397293,0.0001,0.473875,1.3274046714901924
80,0.7149375,0.7254438408613205,0.0001,0.46253125,1.35028919672966
81,0.71815625,0.7168093169629574,0.0001,0.4845,1.3126654598116874
82,0.71721875,0.7204597862064839,0.0001,0.487625,1.286371904373169
83,0.71871875,0.7194846918582917,0.0001,0.5068125,1.251602751493454
84,0.72421875,0.7038556057214737,0.0001,0.4908125,1.283440613746643
85,0.7266875,0.7016994364112615,0.0001,0.48003125,1.3127257905602454
86,0.72740625,0.6966014606356621,0.0001,0.4753125,1.3227966045737267
87,0.7311875,0.6916655783951282,0.0001,0.48340625,1.304789724946022
88,0.73478125,0.6833789700567723,0.0001,0.49534375,1.3126190141439438
89,0.7369375,0.6789151569008827,0.0001,0.48971875,1.288397578716278
90,0.73603125,0.6707318856716156,0.0001,0.48984375,1.3209407790899277
91,0.7388125,0.6677991365641356,0.0001,0.50334375,1.2848343970179559
92,0.73953125,0.6671197327524424,0.0001,0.4400625,1.458776747882366
93,0.7448125,0.654642925530672,0.0001,0.49253125,1.2860583854913712
94,0.748,0.6428332343399524,0.0001,0.4835,1.3222231658697128
95,0.7500625,0.6429399534165859,0.0001,0.4826875,1.315823443889618
96,0.7510625,0.6388642309606075,0.0001,0.47353125,1.3546864067316056
97,0.75046875,0.6393606856763363,0.0001,0.50084375,1.2793853744268417
98,0.7573125,0.6261317374259233,0.0001,0.49365625,1.3263436444401742
99,0.75996875,0.6174714677631855,0.0001,0.4879375,1.3126876940131187
100,0.7556875,0.623991248190403,0.0001,0.50009375,1.3033045423626899
