cloud_provider,cloud_region,codecarbon_version,country_iso_code,country_name,cpu_count,cpu_energy,cpu_model,cpu_power,duration,emissions,emissions_rate,energy_consumed,gpu_count,gpu_energy,gpu_model,gpu_power,latitude,longitude,on_cloud,os,project_name,pue,python_version,ram_energy,ram_power,ram_total_size,region,run_id,timestamp,tracking_mode
,,2.2.6,ESP,Spain,20,0.1896274179211921,12th Gen Intel(R) Core(TM) i7-12700K,42.5,16062.6554749012,0.33552854490324735,2.088873445785658e-05,1.9859635685306147,1,1.6917060918551827,1 x NVIDIA GeForce RTX 3090 Ti,339.6790000000001,43.3352,-8.3332,N,Linux-6.8.0-45-generic-x86_64-with-debian-bookworm-sid,codecarbon,1.0,3.6.13,0.10463005875424514,23.453583240509033,62.54288864135742,galicia,2e5c4cea-fcaa-4c10-9227-141a0e8eb4ea,2024-10-22T13:16:18,machine
