epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
97,0.19253333333333336,2.849220144076034,0.00025,0.444,1.3709325330374482
98,0.19002222222222223,2.8427182358057372,0.00025,0.43,1.3775729872722153
99,0.19804444444444438,2.8291872766946313,0.00025,0.458,1.3372715936795818
100,0.1910666666666667,2.840149596029068,0.00025,0.448,1.270877538491302
101,0.19206666666666672,2.8543231225478407,0.00025,0.44,1.371316880355319
102,0.1902666666666667,2.857648978004338,0.00025,0.432,1.3339545884706911
103,0.19208888888888884,2.845129628526012,0.00025,0.416,1.3983643399306125
104,0.1897555555555556,2.8531649952524645,0.00025,0.474,1.310887065616149
105,0.1972444444444445,2.8159063082994886,0.00025,0.442,1.3234350389458303
106,0.19159999999999996,2.844918985605891,0.00025,0.462,1.3368711462064746
107,0.1953333333333333,2.8332433997132678,0.00025,0.446,1.3523671039458252
108,0.2005111111111111,2.8129119837411816,0.00025,0.45,1.3454656396293994
109,0.19413333333333335,2.822840251507127,0.00025,0.428,1.4005102541254528
110,0.1924,2.8254923714372047,0.00025,0.496,1.2668154977316632
111,0.19488888888888886,2.81387201450143,0.00025,0.434,1.3749256934228302
112,0.19697777777777786,2.8128969100234786,0.00025,0.454,1.2744723564311364
113,0.20273333333333324,2.792529545546804,0.00025,0.468,1.3043204905727772
114,0.19726666666666673,2.8140459845807353,0.00025,0.43,1.376604302765839
115,0.20099999999999996,2.791959803214455,0.00025,0.446,1.3164693033822576
116,0.20182222222222213,2.8155077054906683,0.00025,0.432,1.379141351967008
117,0.2059111111111111,2.786251739311021,0.00025,0.458,1.3636203186081743
118,0.20417777777777765,2.803519706684816,0.00025,0.436,1.3572401875250797
119,0.20351111111111117,2.7781988726074713,0.00025,0.444,1.3151575700445675
120,0.2060888888888889,2.768894386554601,0.000125,0.46,1.3397007922557622
121,0.20600000000000007,2.770247262829,0.000125,0.45,1.3388341795589436
122,0.2040444444444444,2.7707685112566964,0.000125,0.504,1.2668114711619487
123,0.2115777777777777,2.7567870155618146,0.000125,0.458,1.3242674532669003
124,0.20975555555555558,2.750177737165169,0.000125,0.448,1.3039910769296204
125,0.20928888888888886,2.764271373210879,0.000125,0.468,1.3036595918779328
126,0.20948888888888903,2.7612532678250012,0.000125,0.478,1.315594943130281
127,0.20795555555555548,2.7665039166513044,0.000125,0.468,1.296584699092696
128,0.2102,2.753565223253158,0.000125,0.456,1.336451498194314
129,0.2133333333333333,2.7475912111801,0.000125,0.502,1.2287132270868306
130,0.21268888888888898,2.747755417409075,0.000125,0.458,1.3080094508288744
131,0.20597777777777776,2.759701781559936,0.000125,0.482,1.3154655002197753
132,0.21228888888888892,2.751658011268567,0.000125,0.478,1.2858619052643407
133,0.21804444444444449,2.742977798617386,0.000125,0.456,1.3232225374576567
134,0.21080000000000004,2.750711036631106,0.000125,0.47,1.2739167963021634
135,0.21299999999999997,2.745284885947493,0.000125,0.47,1.2859312821221356
136,0.2061999999999999,2.772406199022168,0.000125,0.49,1.2823179819740367
137,0.21055555555555563,2.740249494438826,0.000125,0.482,1.3091801306482622
138,0.21275555555555545,2.742791911272608,0.000125,0.464,1.3245813164432216
139,0.2168888888888888,2.7261559544090352,0.000125,0.478,1.2768628569024303
140,0.21517777777777777,2.749568160840911,0.000125,0.45,1.333037225766739
141,0.2091777777777777,2.760333223854302,0.000125,0.466,1.3493870338465217
142,0.20900000000000005,2.745408376915796,0.000125,0.484,1.2693172012614151
143,0.21111111111111122,2.738732979672888,0.000125,0.48,1.2677467031410388
144,0.22046666666666673,2.711527047673743,0.000125,0.49,1.2502111815995458
145,0.21953333333333325,2.73077256026886,0.000125,0.468,1.348586645974206
146,0.21295555555555548,2.7352256377272526,0.000125,0.422,1.4021159753683503
147,0.21553333333333338,2.7273869560412636,0.000125,0.438,1.3612576163853276
148,0.21291111111111113,2.7456029359090697,0.000125,0.45,1.3289448619462154
149,0.21677777777777774,2.7228602832184396,0.000125,0.452,1.3241471898731665
150,0.22168888888888888,2.7068548854494967,0.000125,0.472,1.2927157640155027
151,0.21786666666666674,2.719057901240859,0.000125,0.454,1.3326233975241253
152,0.2145999999999999,2.745274126153831,0.000125,0.48,1.3379152135138312
153,0.2099777777777777,2.745752626958202,0.000125,0.434,1.3616908258089515
154,0.21544444444444447,2.7289876524814805,0.000125,0.476,1.2976879803349375
155,0.21842222222222218,2.7139994474755076,0.000125,0.44,1.3235286273646087
156,0.2159555555555556,2.7335412537204364,0.000125,0.454,1.3475902709110568
157,0.21686666666666665,2.7028298468835117,0.000125,0.454,1.294848335604385
158,0.218288888888889,2.7051353161032416,0.000125,0.482,1.291702251994069
159,0.21733333333333327,2.7164120814093593,0.000125,0.49,1.2907802827956938
160,0.22426666666666673,2.6876222942135137,6.25e-05,0.478,1.293499494440155
161,0.22491111111111103,2.6954494966371616,6.25e-05,0.5,1.2497217800745024
162,0.2171333333333333,2.7223062835127187,6.25e-05,0.454,1.3198562057192704
163,0.22848888888888896,2.6699480055983504,6.25e-05,0.498,1.2716001690741108
164,0.22200000000000017,2.687408599673046,6.25e-05,0.46,1.2833088034620532
165,0.22206666666666666,2.694580005373028,6.25e-05,0.424,1.3732203096973898
166,0.22386666666666663,2.684845247361829,6.25e-05,0.454,1.33825795813243
167,0.22180000000000002,2.691619722531815,6.25e-05,0.464,1.280662559754721
168,0.2200444444444444,2.692605609881461,6.25e-05,0.464,1.3029895452030578
169,0.2235111111111111,2.695672982735351,6.25e-05,0.476,1.304883772126956
170,0.22477777777777772,2.68379761652226,6.25e-05,0.49,1.3134281005728228
171,0.23242222222222217,2.6604119880654666,6.25e-05,0.462,1.3380446392437597
172,0.2289333333333334,2.6805560718459667,6.25e-05,0.472,1.326862368785816
173,0.22317777777777775,2.686138211973143,6.25e-05,0.462,1.294080587217763
174,0.2229777777777779,2.6788193401438214,6.25e-05,0.516,1.24452535292561
175,0.22233333333333327,2.689890629022333,6.25e-05,0.48,1.325412122605983
176,0.22122222222222207,2.688627566998311,6.25e-05,0.47,1.255104475813058
177,0.22268888888888885,2.6863031956316714,6.25e-05,0.496,1.2578147961275232
178,0.22113333333333332,2.706401458296794,6.25e-05,0.488,1.2403450325547025
179,0.2227333333333332,2.688499224403573,6.25e-05,0.458,1.2981929339209888
180,0.22762222222222214,2.6665798120970936,6.25e-05,0.466,1.274659763796402
181,0.22015555555555552,2.6912189690926676,6.25e-05,0.464,1.2753829169638622
182,0.2256666666666666,2.6844171150485217,6.25e-05,0.412,1.3809907834279875
183,0.22931111111111105,2.6653627181193555,6.25e-05,0.508,1.2596123051326165
184,0.2235111111111111,2.6858683824398173,6.25e-05,0.47,1.2710673918719932
185,0.22111111111111106,2.674604479759571,6.25e-05,0.472,1.227708207862844
186,0.2251333333333333,2.6855051177250817,6.25e-05,0.43,1.3634211680480761
187,0.22402222222222207,2.676003407021595,6.25e-05,0.472,1.2739728365009981
188,0.22973333333333318,2.675647312042322,6.25e-05,0.478,1.2970545262358417
189,0.22777777777777783,2.6620924849050733,6.25e-05,0.496,1.2643714261293364
190,0.2210222222222223,2.690819737892663,6.25e-05,0.488,1.275084632915164
191,0.22184444444444446,2.682980377450678,6.25e-05,0.478,1.3027234848118119
192,0.22733333333333333,2.6645297217275425,6.25e-05,0.488,1.2516586832535872
193,0.23442222222222214,2.655003866991168,6.25e-05,0.45,1.3246339237338833
194,0.22262222222222225,2.6880482623987945,6.25e-05,0.468,1.2859873075194281
195,0.2309555555555555,2.655968137703405,6.25e-05,0.446,1.3080236837205321
196,0.22933333333333336,2.6608692494240533,6.25e-05,0.45,1.3027735331128198
197,0.22586666666666658,2.6793060933656574,6.25e-05,0.456,1.3229448182453343
198,0.22515555555555547,2.6581861033876106,6.25e-05,0.478,1.304724220226462
199,0.21917777777777772,2.697217660084836,6.25e-05,0.486,1.2561827557164211
200,0.22662222222222222,2.6613175903843778,3.125e-05,0.47,1.2451656306565992
