cloud_provider,cloud_region,codecarbon_version,country_iso_code,country_name,cpu_count,cpu_energy,cpu_model,cpu_power,duration,emissions,emissions_rate,energy_consumed,gpu_count,gpu_energy,gpu_model,gpu_power,latitude,longitude,on_cloud,os,project_name,pue,python_version,ram_energy,ram_power,ram_total_size,region,run_id,timestamp,tracking_mode
,,2.2.6,ESP,Spain,20,0.05081485500517821,12th Gen Intel(R) Core(TM) i7-12700K,42.5,4304.352334737778,0.05732122511840479,1.3317038351112774e-05,0.33927922532349686,1,0.26042886776186813,1 x NVIDIA GeForce RTX 3090 Ti,140.912,43.3352,-8.3332,N,Linux-6.8.0-45-generic-x86_64-with-debian-bookworm-sid,codecarbon,1.0,3.6.13,0.028035502556450355,23.453583240509033,62.54288864135742,galicia,1eb27432-2535-457c-bc05-8a7279cc7d89,2024-09-30T13:10:17,machine
