epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
157,0.42800000000000027,1.4283820303600065,0.000125,0.404,1.450272298345851
158,0.4254666666666666,1.4291236059399421,0.000125,0.368,1.4712775895026682
159,0.4250666666666667,1.4282621901058143,0.000125,0.446,1.4446149251921403
160,0.4455999999999997,1.4014115626257313,0.000125,0.416,1.4507433677153667
161,0.44146666666666684,1.4094613724090947,0.000125,0.364,1.4841685356136485
162,0.4367999999999998,1.4194529888355947,0.000125,0.384,1.4823706936343826
163,0.42199999999999976,1.4251548834692422,0.000125,0.382,1.4780215374907106
164,0.44413333333333327,1.4067183957417775,0.000125,0.364,1.4829724545616052
165,0.4362666666666666,1.4188742929426597,0.000125,0.372,1.475683438787585
166,0.45800000000000013,1.4069721118761616,0.000125,0.418,1.459997154896363
167,0.4116,1.4362209993449617,0.000125,0.404,1.4560987704113364
168,0.4343999999999999,1.4235127478900185,0.000125,0.408,1.460265325796495
169,0.4197333333333333,1.4239558411334476,0.000125,0.37,1.4878941121744556
170,0.4286666666666665,1.4256321961992842,0.000125,0.406,1.453217890203764
171,0.43479999999999996,1.409016141340469,0.000125,0.442,1.4349802143508978
172,0.4497333333333333,1.39785200533166,0.000125,0.406,1.4586905485536137
173,0.43426666666666675,1.4159710513307437,0.000125,0.404,1.4602879307055225
174,0.44733333333333347,1.4043405363243195,0.000125,0.4,1.4521761289859172
175,0.42119999999999996,1.4234162287209833,0.000125,0.406,1.4501877504292526
176,0.4289333333333334,1.4213760429501543,0.000125,0.396,1.4635128754860243
177,0.42133333333333334,1.429583597655427,0.000125,0.412,1.4571187375468748
178,0.4270666666666665,1.4238503599707513,0.000125,0.4,1.4591570275966579
179,0.4411999999999999,1.4084294580229058,0.000125,0.388,1.4712356526059052
180,0.4401333333333332,1.4119347756319618,0.000125,0.392,1.471169708668955
181,0.4337333333333331,1.4178809553752942,0.000125,0.394,1.4770420152315462
182,0.40373333333333344,1.4395672892203506,0.000125,0.396,1.451653517032821
183,0.42479999999999984,1.4245705744416401,0.000125,0.406,1.4732211098443202
184,0.43626666666666675,1.4085253525107524,0.000125,0.396,1.4801019353886296
185,0.44520000000000004,1.4109319649487975,0.000125,0.432,1.4477574985392625
186,0.4497333333333333,1.4020143636106055,0.000125,0.408,1.4597963729541767
187,0.43093333333333306,1.4174983297504236,0.000125,0.43,1.4546509569844384
188,0.4413333333333332,1.4082948705536382,0.000125,0.368,1.4527311409610486
189,0.42333333333333323,1.4255776452565945,0.000125,0.394,1.4493713071475534
190,0.4251999999999999,1.4254806407779546,0.000125,0.356,1.4756052350940398
191,0.4222666666666667,1.4252919838876281,0.000125,0.382,1.462281529745128
192,0.4598666666666667,1.3947919173916303,0.000125,0.41,1.443678631032398
193,0.4313333333333332,1.4213556087548336,0.000125,0.39,1.476285651452575
194,0.4352,1.4128154322265443,0.000125,0.398,1.467061529120551
195,0.44146666666666645,1.4066695102111675,0.000125,0.382,1.4661001693873068
196,0.4232,1.4223724181366333,0.000125,0.384,1.46719048116177
197,0.42693333333333333,1.411310405770085,0.000125,0.39,1.4471313738053488
198,0.45400000000000007,1.4081174310527407,0.000125,0.41,1.4401161924621213
199,0.4507999999999999,1.391872912082233,0.000125,0.39,1.439874286204748
200,0.4287999999999999,1.4067530810594115,0.000125,0.38,1.4837837997286236
