cloud_provider,cloud_region,codecarbon_version,country_iso_code,country_name,cpu_count,cpu_energy,cpu_model,cpu_power,duration,emissions,emissions_rate,energy_consumed,gpu_count,gpu_energy,gpu_model,gpu_power,latitude,longitude,on_cloud,os,project_name,pue,python_version,ram_energy,ram_power,ram_total_size,region,run_id,timestamp,tracking_mode
,,2.2.6,ESP,Spain,20,0.06441497469875548,12th Gen Intel(R) Core(TM) i7-12700K,42.5,5456.432975769043,0.05086236288520802,9.321540851152736e-06,0.30104979511812974,1,0.20110274302569947,1 x NVIDIA GeForce RTX 3090 Ti,146.136,43.3352,-8.3332,N,Linux-6.8.0-45-generic-x86_64-with-debian-bookworm-sid,codecarbon,1.0,3.6.13,0.035532077393674553,23.453583240509033,62.54288864135742,galicia,3ee453dd-5f82-4d24-954d-63c9d1422d1a,2024-10-05T20:16:14,machine
